	Is ad		Related ad domain	Suspect domain	Ad blocked	Suspect blocked	Ad first appear	Suspect first appear	Related reasons	Similar paths			
8320	v	71	spflfrpz.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-10-04	2020-08-17	dns	cert			
8321	v	72	leidakor.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-12-01	2020-08-17	dns				
8322	v	73	jbwturzi.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-10-29	2020-08-17	dns	cert			
8323	v	74	iuoeacjo.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-10-01	2020-08-17	dns	cert			
8324	v	75	ihvsbzlh.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-04-18	2020-08-17	dns	cert			
8325	v	76	qnjoyqjy.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-11-19	2020-08-17	dns	cert			
8326	v	77	innfogqo.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-08-19	2020-08-17	dns	cert			
8327	v	78	hnnbnktj.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-07-22	2020-08-17	dns	cert			
8328	v	79	gkxwihhn.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-07-08	2020-08-17	dns	cert			
8329	v	80	qdjktefm.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-06-05	2020-08-17	dns	cert			
8330	v	81	brroexdz.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-07-31	2020-08-17	dns	cert			
8331	v	82	ktzhytph.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-09-19	2020-08-17	dns	cert			
8332	v	83	ljwbedny.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-07-18	2020-08-17	dns	cert			
8333	v	84	nwfdluvz.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-05-17	2020-08-17	dns	cert			
8334	v	85	ogwrvrse.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-09-25	2020-08-17	dns	cert			
8335	v	86	keodgkmr.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-07-22	2020-08-17	dns	cert			
8336	v	87	uhechyac.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-08-16	2020-08-17	dns	cert			
8337	v	88	ppzlahfk.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-04-02	2020-08-17	dns	cert			
8338	v	89	ihbwcnpx.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-07-07	2020-08-17	dns	cert			
8339	v	90	frpuhcwt.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-12-04	2020-08-17	dns	cert			
8340	v	91	jpdaawyi.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-11-01	2020-08-17	dns	cert			
8341	v	92	ewripwjf.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-12-19	2020-08-17	dns	cert			
8342	v	93	xchzeift.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-04-21	2020-08-17	dns	cert			
8343	v	94	xoldvylv.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-06-20	2020-08-17	dns	cert			
8344	v	95	avqgugxa.podfdch.com	mommhore.podfdch.com	2020-09-06	2020-09-06	2020-09-24	2020-08-17	dns	cert			
8345	v	0	d2c4ylitp1qu24.cloudfront.net	d3g0ljvk7a1c7r.cloudfront.net	2019-05-28	X	2019-05-21	2019-01-31	cert	/script.js (290)			
8346	v	1	d29dbajta0the9.cloudfront.net	d3g0ljvk7a1c7r.cloudfront.net	2019-03-01	X	2018-06-29	2019-01-31	cert	/script.js (290)			
8347	v	2	d3asksgk2foh5m.cloudfront.net	d3g0ljvk7a1c7r.cloudfront.net	2018-11-17	X	2018-11-14	2019-01-31	cert	/script.js (290)			
8348	v	3	d3l320urli0p1u.cloudfront.net	d3g0ljvk7a1c7r.cloudfront.net	2019-05-17	X	2018-10-30	2019-01-31	cert	/script.js (290)			
8349	v	4	d3a42c7xs4vn3.cloudfront.net	d3g0ljvk7a1c7r.cloudfront.net	2019-02-05	X	2018-09-27	2019-01-31	cert	/script.js (290)			
8350	v	5	d1il9t8pu4dsoj.cloudfront.net	d3g0ljvk7a1c7r.cloudfront.net	2019-04-02	X	2018-07-24	2019-01-31	cert	/script.js (290)			
8351	x	0	middycdn-a.akamaihd.net	cdn-js-luxhospitality.azureedge.net	2021-02-23	X	2018-06-04	2018-06-06	dns	/bootstrap (329)	  (252601)		
8352	v	0	nc.redtram.com	nc.ru.redtram.com	2016-05-24	2016-05-24	2015-03-02	2015-03-02	dns	cert	/px (38)		
8353	v	0	same.chinadaily.com.cn	ggdata1.cnr.cn	2015-03-01	2018-08-10	2015-03-01	2017-10-11	dns	/s (849)			
8354	v	1	adsame1.cnr.cn	ggdata1.cnr.cn	2017-07-07	2018-08-10	2017-02-08	2017-10-11	cert	/s (849)			
8355	x	0	dsms0mj1bbhn4.cloudfront.net	d2sj50hk7oe01c.cloudfront.net	2016-10-17	X	2015-03-01	2017-10-16	cert	/assets/homepage (158)	 /assets (13805)	  (252601)	
8356	x	0	d2taktuuo4oqx.cloudfront.net	dfzljdn9uc3pi.cloudfront.net	2015-03-01	X	2019-04-18	2015-03-09	cert	/2019 (764)	  (252601)		
8357	x	0	d3aiy6aqoa3ykz.cloudfront.net	d2r580sdowhw6e.cloudfront.net	2015-03-01	X	2019-08-28	2017-05-23	cert	/f (412)	  (252601)		
8358	x	0	www.pepperjam.com	design-assets.hubspot.com	2016-04-21	X	2015-03-11	2019-10-30	dns	/hubfs (192)	  (252601)		
8359	v	0	quwtaxxe.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-03-22	2020-04-18	dns	cert			
8360	v	1	nuhmsqwj.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-09-03	2020-04-18	dns	cert			
8361	v	2	drcuyatf.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-27	2020-04-18	dns	cert			
8362	v	3	dddnfqmq.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-09-15	2020-04-18	dns	cert			
8363	v	4	cagksrkf.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-01	2020-04-18	dns	cert			
8364	v	5	ucfjovxc.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-27	2020-04-18	dns	cert			
8365	v	6	qzagebzj.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-11-03	2020-04-18	dns	cert			
8366	v	7	sbifqivp.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-03-29	2020-04-18	dns	cert			
8367	v	8	fdjaruod.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-04-18	dns	cert			
8368	v	9	nzccloiv.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-02	2020-04-18	dns	cert			
8369	v	10	yvgaocjf.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-11-19	2020-04-18	dns	cert			
8370	v	11	gisibalv.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-31	2020-04-18	dns	cert			
8371	v	12	sxtdtlqg.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-18	2020-04-18	dns	cert			
8372	v	13	cfdfdpsw.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-01	2020-04-18	dns	cert			
8373	v	14	bsbygnkl.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-29	2020-04-18	dns	cert			
8374	v	15	nlgufbrn.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-09-16	2020-04-18	dns	cert			
8375	v	16	vgjbbtaf.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-13	2020-04-18	dns	cert			
8376	v	17	kmnjnrui.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-28	2020-04-18	dns	cert			
8377	v	18	qacuwaah.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-05	2020-04-18	dns	cert			
8378	v	19	cycrbrhn.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-04-18	dns	cert			
8379	v	20	crgjgtmv.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-20	2020-04-18	dns	cert			
8380	v	21	wxtmfjls.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-11-19	2020-04-18	dns	cert			
8381	v	22	znmmqlwd.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-12-24	2020-04-18	dns	cert			
8382	v	23	iahijbxb.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-03-18	2020-04-18	dns	cert			
8383	v	24	tkhlnoqa.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-29	2020-04-18	dns	cert			
8384	v	25	bdqfynss.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-19	2020-04-18	dns	cert			
8385	v	26	rovivhzq.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-01	2020-04-18	dns	cert			
8386	v	27	dsiuplbb.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-04-18	dns	cert			
8387	v	28	gsyffftl.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-16	2020-04-18	dns	cert			
8388	v	29	ltuhmkbh.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-17	2020-04-18	dns	cert			
8389	v	30	tlxlhblf.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-04-18	dns	cert			
8390	v	31	ensjpqxo.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-19	2020-04-18	dns	cert			
8391	v	32	lxrtlnxp.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-09-16	2020-04-18	dns	cert			
8392	v	33	qbcsrycx.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-08	2020-04-18	dns	cert			
8393	v	34	edqbitda.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-12-02	2020-04-18	dns	cert			
8394	v	35	oviuansd.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-09-30	2020-04-18	dns	cert			
8395	v	36	gaaajrsb.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-08	2020-04-18	dns	cert			
8396	v	37	mnsmgvor.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-17	2020-04-18	dns	cert			
8397	v	38	vbpttprj.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-03-19	2020-04-18	dns	cert			
8398	v	39	gekzjihs.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-12-05	2020-04-18	dns	cert			
8399	v	40	syoaziwx.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-21	2020-04-18	dns	cert			
8400	v	41	naulcnbi.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-17	2020-04-18	dns	cert			
8401	v	42	wpimrxyu.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-05	2020-04-18	dns	cert			
8402	v	43	urunnuxo.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-01	2020-04-18	dns	cert			
8403	v	44	odllmmfm.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2019-12-02	2020-04-18	dns	cert			
8404	v	45	cduvayzt.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-02	2020-04-18	dns	cert			
8405	v	46	cnooqfia.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-17	2020-04-18	dns	cert			
8406	v	47	cbosxhae.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-17	2020-04-18	dns	cert			
8407	v	48	zklluzlc.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-03-22	2020-04-18	dns	cert			
8408	v	49	mjmqkanx.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-21	2020-04-18	dns	cert			
8409	v	50	rnuummuz.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-19	2020-04-18	dns	cert			
8410	v	51	oytvriuu.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-02-15	2020-04-18	dns	cert			
8411	v	52	nvsamdfo.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-11-24	2020-04-18	dns	cert			
8412	v	53	sokmesok.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-12-05	2020-04-18	dns	cert			
8413	v	54	pmrssyxs.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-27	2020-04-18	dns	cert			
8414	v	55	tqsbdetu.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-24	2020-04-18	dns	cert			
8415	v	56	otfgerej.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-11	2020-04-18	dns	cert			
8416	v	57	vdguafpk.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-14	2020-04-18	dns	cert			
8417	v	58	jkijzekf.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-18	2020-04-18	dns	cert			
8418	v	59	vqkvxkun.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-30	2020-04-18	dns	cert			
8419	v	60	eagiueke.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-23	2020-04-18	dns	cert			
8420	v	61	jnosheys.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-18	2020-04-18	dns	cert			
8421	v	62	nczxlznw.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-18	2020-04-18	dns	cert			
8422	v	63	kgcuqsaf.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-03-24	2020-04-18	dns	cert			
8423	v	64	mzeibljv.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-30	2020-04-18	dns	cert			
8424	v	65	llsyuvpe.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-31	2020-04-18	dns	cert			
8425	v	66	hetvzvri.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-28	2020-04-18	dns	cert			
8426	v	67	jlnstbfr.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-07	2020-04-18	dns	cert			
8427	v	68	aeqkzsno.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-31	2020-04-18	dns	cert			
8428	v	69	yvymwlgz.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-29	2020-04-18	dns	cert			
8429	v	70	spflfrpz.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-04	2020-04-18	dns	cert			
8430	v	71	leidakor.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-12-01	2020-04-18	dns				
8431	v	72	jbwturzi.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-29	2020-04-18	dns	cert			
8432	v	73	iuoeacjo.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-10-01	2020-04-18	dns	cert			
8433	v	74	ihvsbzlh.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-18	2020-04-18	dns	cert			
8434	v	75	qnjoyqjy.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-11-19	2020-04-18	dns	cert			
8435	v	76	innfogqo.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-19	2020-04-18	dns	cert			
8436	v	77	hnnbnktj.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-22	2020-04-18	dns	cert			
8437	v	78	gkxwihhn.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-08	2020-04-18	dns	cert			
8438	v	79	qdjktefm.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-05	2020-04-18	dns	cert			
8439	v	80	brroexdz.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-31	2020-04-18	dns	cert			
8440	v	81	ktzhytph.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-09-19	2020-04-18	dns	cert			
8441	v	82	ljwbedny.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-18	2020-04-18	dns	cert			
8442	v	83	nwfdluvz.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-05-17	2020-04-18	dns	cert			
8443	v	84	keodgkmr.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-22	2020-04-18	dns	cert			
8444	v	85	ogwrvrse.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-09-25	2020-04-18	dns	cert			
8445	v	86	uhechyac.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-16	2020-04-18	dns	cert			
8446	v	87	ihbwcnpx.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-07-07	2020-04-18	dns	cert			
8447	v	88	frpuhcwt.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-12-04	2020-04-18	dns	cert			
8448	v	89	jpdaawyi.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-11-01	2020-04-18	dns	cert			
8449	v	90	ewripwjf.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-12-19	2020-04-18	dns	cert			
8450	v	91	xchzeift.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-21	2020-04-18	dns	cert			
8451	v	92	xoldvylv.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-06-20	2020-04-18	dns	cert			
8452	v	93	avqgugxa.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-09-24	2020-04-18	dns	cert			
8453	v	94	mommhore.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-08-17	2020-04-18	dns	cert			
8454	v	95	ppzlahfk.podfdch.com	ahsipjna.podfdch.com	2020-09-06	2020-09-06	2020-04-02	2020-04-18	dns	cert			
8455	x	0	a.adroll.com	1.kc.blz.io	2015-03-01	X	2015-07-05	2015-08-01	dns	/j (141)	  (252601)		
8456	v	0	affiliates.purevpn.com	affiliate.adbeat.com	2015-03-01	X	2016-11-30	2018-12-15	dns				
8457	v	1	apologia.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2017-12-20	2018-12-15	dns				
8458	v	2	berkeyfilters.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2019-08-01	2018-12-15	dns				
8459	v	3	flashrouters.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2020-03-06	2018-12-15	dns				
8460	v	4	acworks.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2019-12-02	2018-12-15	dns				
8461	v	5	cashcowpro.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2019-05-11	2018-12-15	dns				
8462	v	6	spyfu.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2018-03-09	2018-12-15	dns				
8463	v	7	rvlife.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2019-10-21	2018-12-15	dns				
8464	v	8	purevpn.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2018-07-11	2018-12-15	dns				
8465	v	9	bookmark.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2018-03-05	2018-12-15	dns				
8466	v	10	dgs.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2017-07-05	2018-12-15	dns				
8467	v	11	impactguns.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2019-10-16	2018-12-15	dns				
8468	v	12	thermoworks.postaffiliatepro.com	affiliate.adbeat.com	2015-03-01	X	2017-03-01	2018-12-15	dns				
8469	v	0	zwcfwhiv.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-27	2020-08-08	dns	cert			
8470	v	1	fycxbrms.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-12-16	2020-08-08	dns				
8471	v	2	zbbyvkvd.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-29	2020-08-08	dns	cert			
8472	v	3	ozwsjzsh.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-11-03	2020-08-08	dns				
8473	v	4	mtevrpku.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-11-11	2020-08-08	dns				
8474	v	5	kkpygyes.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-28	2020-08-08	dns				
8475	v	6	zyqkvsxo.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-14	2020-08-08	dns				
8476	v	7	uzsjlirz.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-16	2020-08-08	dns	cert			
8477	v	8	atwqhxwy.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-29	2020-08-08	dns	cert			
8478	v	9	tqnakatx.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-20	2020-08-08	dns				
8479	v	10	ktmkkxxg.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-13	2020-08-08	dns	cert			
8480	v	11	evlwlkmq.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-13	2020-08-08	dns	cert			
8481	v	12	bplietjd.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-09-01	2020-08-08	dns	cert			
8482	v	13	tafqdiaa.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-30	2020-08-08	dns				
8483	v	14	acfyayoy.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-17	2020-08-08	dns	cert			
8484	v	15	mkuxrxjd.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-24	2020-08-08	dns				
8485	v	16	nfhyosvt.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-11-01	2020-08-08	dns				
8486	v	17	yvzmghrx.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-24	2020-08-08	dns				
8487	v	18	crtxnezd.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-21	2020-08-08	dns				
8488	v	19	gapzglly.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-19	2020-08-08	dns	cert			
8489	v	20	yldiyreb.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-23	2020-08-08	dns				
8490	v	21	ectetbev.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-09	2020-08-08	dns				
8491	v	22	ggvwdcig.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-11	2020-08-08	dns				
8492	v	23	whvjxjzq.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-25	2020-08-08	dns				
8493	v	24	jgrlrhjf.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-26	2020-08-08	dns				
8494	v	25	icaulsoy.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-20	2020-08-08	dns	cert			
8495	v	26	wynqdadb.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-27	2020-08-08	dns				
8496	v	27	otvoszfl.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-14	2020-08-08	dns				
8497	v	28	smbnluig.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-17	2020-08-08	dns	cert			
8498	v	29	ejqiuqpx.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-31	2020-08-08	dns				
8499	v	30	utwdxzpd.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-16	2020-08-08	dns	cert			
8500	v	31	ozktaywl.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-09-10	2020-08-08	dns	cert			
8501	v	32	ozwfvpna.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-28	2020-08-08	dns				
8502	v	33	igkidkju.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-29	2020-08-08	dns				
8503	v	34	xvseybtq.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-17	2020-08-08	dns				
8504	v	35	xbuqzqnm.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-27	2020-08-08	dns				
8505	v	36	mzadlecp.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-19	2020-08-08	dns	cert			
8506	v	37	ugslawdp.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-09-18	2020-08-08	dns				
8507	v	38	xlpnxmzy.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-12-05	2020-08-08	dns				
8508	v	39	fjaacyjc.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-20	2020-08-08	dns				
8509	v	40	ucsutcex.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-30	2020-08-08	dns	cert			
8510	v	41	itebfzhq.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-22	2020-08-08	dns	cert			
8511	v	42	gkxjgmfa.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-01	2020-08-08	dns				
8512	v	43	pmhixhuc.yyjvimo.com	qocrxpkb.lmyiwaakn.com	2020-09-21	2020-08-17	2020-10-26	2020-08-08	dns				
8513	v	44	xqrugzhl.lmyiwaakn.com	qocrxpkb.lmyiwaakn.com	2020-08-17	2020-08-17	2020-08-18	2020-08-08	dns	cert			
